time,class,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
0.0,wrist_extension,0.3519361137408882,0.3904715650484605,0.34606011117091195,0.16870729905354517,0.31506906260598333,0.20735021967055717,0.3840381203225115,0.3654072333174567
0.01001001001001001,open_palm,0.5214775962112408,0.2272235064988329,0.4662542516557865,0.4050763717274628,0.4041246484499443,0.5289449464114286,0.24427373909788266,0.08043550703525448
0.02002002002002002,wrist_flexion,0.3257887687036477,0.4652483414771869,0.6057372318507028,0.4550398936292658,0.3612803940746424,0.40561866977123634,0.3493471952279939,0.17452407294054673
0.03003003003003003,wrist_flexion,0.6823640980654331,0.49010282891216034,0.5428610098637638,0.455849292249857,0.44208179768971245,0.4444966319185396,0.6250091067764215,0.571591840903643
0.04004004004004004,fist,0.4198660384891005,0.5137338110886724,0.47171422399771695,0.5287915391262716,0.34186672184535455,0.5785499630410844,0.42224385663400366,0.34854218820782856
0.050050050050050046,wrist_extension,0.26255803941327716,0.21411747341591916,0.1963198673345367,0.335984601275563,0.21406875439542228,0.09768223514647367,0.48559587556262346,0.17604054965347657
0.06006006006006006,wrist_flexion,0.3447849568339756,0.35806656350304045,0.6331421459371211,0.367567898849667,0.39456175954751305,0.31620285155191946,0.363198848620765,0.3724328850978631
0.07007007007007007,open_palm,0.3662622794758999,0.5356295153555054,0.6471435286882828,0.44336466092910115,0.5182616283234622,0.1683461950604187,0.41368541005933906,0.5882706837961924
0.08008008008008008,rest,-0.0912157534793906,-0.03816187211077271,0.06359412589700415,-0.03867338273723976,-0.0854316162848957,0.23873615156624953,0.03842482831220139,-0.03606767950350917
0.09009009009009009,wrist_flexion,0.13506011439206103,0.36047694940764224,0.44163955674444744,0.5428591275580124,0.10368162695232097,0.48788957599732263,0.2932049148886127,0.21108915060901443
0.10010010010010009,fist,0.4727361500164149,0.5811497460429319,0.5698907235936359,0.6612300274974644,0.7072813482704781,0.5211098359624825,0.5952710072462263,0.6163793430917546
0.11011011011011011,wrist_flexion,0.28049364551230116,0.45336048331731865,0.7123097434911019,0.5086387561861041,0.7526004737399521,0.2933004128709083,0.33748365094503824,0.5087573543745075
0.12012012012012012,wrist_flexion,0.33362808498329904,0.7424122286513034,0.4744802537898248,0.3448856016363244,0.28814422486923963,0.6967328741406223,0.428943231797755,0.29489833779975844
0.13013013013013014,wrist_extension,0.41138457057263456,0.13497112495152555,0.4768952336764199,0.8168333068675435,0.3742865767661798,0.31445112729686653,0.3773437250769625,0.2905069000844377
0.14014014014014015,wrist_extension,0.0851980400263258,0.6244528297272782,0.27409227347063697,0.3633537133468615,0.29677412312004703,0.2770845153297299,0.3450833735808811,0.5313639156848935
0.15015015015015015,open_palm,0.3113563068299032,0.23977446451363954,0.35764139314543947,0.22758538535879722,0.4896334328598663,0.19900363753842895,0.3226533131222147,0.36078264723264886
0.16016016016016016,wrist_extension,0.11796400889020031,0.2897706009051111,0.5627800894065735,0.46174078996344753,0.4292677713451421,0.3748467994437781,0.38052821966145256,0.4409542245106094
0.17017017017017017,wrist_extension,0.3103161981133603,0.41697565017552873,0.4755292810771825,0.539543051645932,0.5750416653091175,0.5175767401877924,0.3721772866538361,0.440705919329168
0.18018018018018017,rest,0.008483112068859438,-0.019627596211920978,0.071884633430882,-0.058719320216176686,0.11348410300706738,0.041887837448120566,0.06907003128026142,0.09177881411968425
0.19019019019019018,wrist_extension,0.37040654221463476,0.21524575740007867,0.42013869714764907,0.19939158603434937,0.30214634911025606,0.23883672586502777,0.2650802289155158,0.29434663843689274
